name,is_reserved,location_list,category_id,is_verified_user,highlighted_ad,is_super_ad,has_vin,has_whatsapp_number,category,created_at,permalink,auto_agent_id,is_coming_soon,site,can_chat,uuid,neighbourhood,id,has_phone_number,category_v2,is_featured_agent,added,cotd_on,is_premium,objectID,Trim,Year,Kilometers,Regional Specs,Doors,Body Type,Fuel Type,Seating Capacity,Transmission Type,Engine Capacity (cc),Extras,Horsepower,No. of Cylinders,Warranty,Exterior Color,Target Market,Price,Steering Side,Make,Model,Agent,Seller Type,updated_at,Technical Features,Interior Color,Age,Age_Kilometers,Kilometers_per_Year,Predicted_Price,price/expected_price
Range Rover Sport SVR Kit In Immaculate Condition!,False,"['UAE', 'Dubai']",1414,False,1,False,False,False,"['Cars', 'Land Rover', 'Range Rover Sport']",1718193602,https://dubizzle.com/s/DOBEz8f,nan,False,Dubai,True,492cea87318948c08acf74549bbbdfa1,Dubai,15966281,True,"['Motors', 'Cars', 'Land Rover', 'Range Rover Sport']",False,1718193860,0,False,item:4:2:1414:15966281,SVR,2016,105000,American Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,4000+ cc,"['Keyless Entry', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",400 - 499 HP,6,No,White,nan,79000,Left Hand,Land Rover,Range Rover Sport,nan,Owner,1718786164,nan,Black,8,840000,13125.0,147805.31,0.5344869
Ford Explorer (Eddie Bauer) 2010,False,"['UAE', 'Dubai', 'Discovery Gardens', 'Zen Cluster']",1308,True,0,False,False,False,"['Cars', 'Ford', 'Explorer']",1716789983,https://dubizzle.com/s/DOBEuCd,nan,False,Dubai,True,b4aac20cd0a54dcf94fd8f782778a7d8,Zen Cluster,15945075,True,"['Motors', 'Cars', 'Ford', 'Explorer']",False,1718777388,0,False,item:4:2:1308:15945075,Eddie Bauer,2010,300000,American Specs,5+ doors,SUV,Petrol,7 Seater,Automatic Transmission,2000 - 2499 cc,"['Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Parking Sensors']",400 - 499 HP,6,No,Black,nan,9000,Left Hand,Ford,Explorer,nan,Owner,1718787502,nan,Black,14,4200000,21428.571428571428,17199.54,0.52326983
BYD USED EV CAR,False,"['UAE', 'Dubai', 'Al Warqaa', 'Al Warqaa 1']",1622,False,0,False,False,False,"['Cars', 'Other Make', 'Other Car']",1708340240,https://dubizzle.com/s/DOBE1ne,6032.0,False,Dubai,True,d73b9e6dc70a4c9199edd16c1b6ec5ad,Al Warqaa 1,15836514,True,"['Motors', 'Cars', 'Other Make', 'Other Car']",False,1718772642,0,False,item:4:2:1622:15836514,Other,2019,80000,Chinese Specs,4 door,Sedan,Electric,5 Seater,Automatic Transmission,nan,nan,200 - 299 HP,nan,Does not apply,White,UAE (can be exported),29999,Left Hand,Other Make,Other Car,nan,Owner,1718788384,nan,Black,5,400000,16000.0,64990.824,0.46158823
WULING AIR EV Brand New (export and local),False,"['UAE', 'Dubai', 'Jebel Ali', 'Jebel Ali Freezone', 'Jebel Ali Freezone North']",1622,False,0,False,False,False,"['Cars', 'Other Make', 'Other Car']",1685085972,https://dubizzle.com/s/DOBDLLZ,6032.0,False,Dubai,True,6e3c61367a1e40c1bb3511a31f7eeafb,Jebel Ali Freezone North,15534311,True,"['Motors', 'Cars', 'Other Make', 'Other Car']",False,1718772633,0,False,item:4:2:1622:15534311,Other,2022,0,Other,3 door,Van,Electric,nan,Automatic Transmission,nan,"['Power Windows', 'Power Locks', 'Power Mirrors', 'Rear View Camera']",100 - 199 HP,nan,No,White,UAE (can be exported),41000,Left Hand,Other Make,Other Car,nan,Owner,1718788384,"['Front Airbags', 'Power Steering']",nan,2,0,0.0,108302.05,0.37857085
TOYOTA TUNDRA FOR SALE.,False,"['UAE', 'Dubai', 'Al Qusais', 'Al Qusais Residential Area', 'Al Qusais 1']",1601,False,0,False,False,False,"['Cars', 'Toyota', 'Tundra']",1718751532,https://dubizzle.com/s/DOBFAuP,nan,False,Dubai,True,079e4efc22f34e5f9e046811f42dbf83,Al Qusais 1,15971463,True,"['Motors', 'Cars', 'Toyota', 'Tundra']",False,1718751807,0,False,item:4:2:1601:15971463,Double Cab Limited,2010,225000,American Specs,4 door,Pick Up Truck,Petrol,6 Seater,Automatic Transmission,4000+ cc,"['Power Windows', 'Power Locks', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Aux Audio In', 'Power Mirrors', 'Fog Lights', 'Off-Road Tyres', 'Rear View Camera']",Unknown,8,No,White,nan,29500,Left Hand,Toyota,Tundra,nan,Owner,1718788774,"['All Wheel Drive', 'Anti-Lock Brakes/ABS', 'Front Airbags', 'Power Steering', 'Tiptronic Gears']",Beige,14,3150000,16071.42857142857,49086.133,0.6009844
2018 Daytona. 5.7 L.,False,"['UAE', 'Dubai', 'Jumeirah', 'Jumeirah 2']",1277,False,0,False,False,False,"['Cars', 'Dodge', 'Charger']",1718743886,https://dubizzle.com/s/DOBFAtj,nan,False,Dubai,True,28890bcf02c24272ad35bf252f5af6d4,Jumeirah 2,15971431,True,"['Motors', 'Cars', 'Dodge', 'Charger']",False,1718744108,0,False,item:4:2:1277:15971431,Daytona,2018,150000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,4000+ cc,nan,400 - 499 HP,8,No,Grey,nan,75000,Left Hand,Dodge,Charger,nan,Owner,1718788861,nan,Black,6,900000,25000.0,120129.64,0.6243255
Toyota seeina limited,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",1953,False,0,False,False,True,"['Cars', 'Toyota', 'Other']",1715760914,https://dubizzle.com/s/DOBEqDL,4400.0,False,Dubai,False,c58450e672094306bd443f6c628733ab,Ras Al Khor Industrial 3,15929733,True,"['Motors', 'Cars', 'Toyota', 'Other']",False,1718740897,0,False,item:4:2:1953:15929733,Other,2015,200000,American Specs,4 door,SUV,Petrol,7 Seater,Automatic Transmission,3000 - 3499 cc,"['Keyless Entry', 'Climate Control', 'DVD Player', 'Parking Sensors']",100 - 199 HP,6,Does not apply,Black,UAE (can be exported),50000,Left Hand,Toyota,Other,Golden Century motors trading LLC,Dealer,1718788946,nan,Black,9,1800000,22222.222222222223,96240.086,0.51953405
2017 Toyota Seeina,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",1953,False,0,False,False,True,"['Cars', 'Toyota', 'Other']",1715761204,https://dubizzle.com/s/DOBEqDX,4400.0,False,Dubai,False,37616d8c0d4f476faa9edd27bcc3c95d,Ras Al Khor Industrial 3,15929745,True,"['Motors', 'Cars', 'Toyota', 'Other']",False,1718740888,0,False,item:4:2:1953:15929745,Other,2017,150000,American Specs,4 door,SUV,Petrol,7 Seater,Automatic Transmission,3000 - 3499 cc,"['Climate Control', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",100 - 199 HP,6,Does not apply,Grey,UAE (can be exported),40000,Left Hand,Toyota,Other,Golden Century motors trading LLC,Dealer,1718788946,nan,nan,7,1050000,21428.571428571428,105627.68,0.3786886
Mercedes Benz C220d,False,"['UAE', 'Dubai']",1465,True,0,False,False,False,"['Cars', 'Mercedes-Benz', 'C-Class']",1718739152,https://dubizzle.com/s/DOBFAtK,nan,False,Dubai,True,c597fe0c6cd047f3a498d161bee4dee2,Dubai,15971396,True,"['Motors', 'Cars', 'Mercedes-Benz', 'C-Class']",False,1718739446,0,False,item:4:2:1465:15971396,Other,2019,130200,Korean Specs,4 door,Sedan,Diesel,5 Seater,Automatic Transmission,1500 - 1999 cc,"['Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Power Seats', 'Leather Seats', 'Heated Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Premium Sound System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Fog Lights', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,4,No,Grey,nan,68000,Left Hand,Mercedes-Benz,C-Class,nan,Owner,1718789032,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'Power Steering']",Black,5,651000,26040.0,112954.53,0.60201216
Car for sale 35000,False,"['UAE', 'Dubai', 'Dubai Marina']",2230,False,0,False,False,False,"['Cars', 'Infiniti', 'QX70']",1717353484,https://dubizzle.com/s/DOBEwTX,nan,False,Dubai,True,372b575f8db142c6bc63252287398319,Dubai Marina,15953801,True,"['Motors', 'Cars', 'Infiniti', 'QX70']",False,1718736048,0,False,item:4:2:2230:15953801,Sport Luxury,2013,20000,GCC Specs,5+ doors,SUV,Petrol,4 Seater,Automatic Transmission,3500 - 3999 cc,"['Keyless Entry', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,Yes,White,nan,35000,Left Hand,Infiniti,QX70,nan,Owner,1718789119,['Front Wheel Drive'],Beige,11,220000,1818.1818181818182,62805.996,0.55727166
2017 Ford Fiesta Mid Option,False,"['UAE', 'Dubai', 'Dubai Marina']",1297,False,0,False,False,False,"['Cars', 'Ford', 'Fiesta']",1716746528,https://dubizzle.com/s/DOBEtxj,nan,False,Dubai,True,6796d88a4fd84864ab62c63380161a80,Dubai Marina,15944771,True,"['Motors', 'Cars', 'Ford', 'Fiesta']",False,1718733855,0,False,item:4:2:1297:15944771,Other,2017,240000,American Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Power Windows', 'Power Locks', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Aux Audio In', 'Satellite Radio', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Fog Lights', 'Winch']",100 - 199 HP,4,No,White,nan,13000,Left Hand,Ford,Fiesta,nan,Owner,1718789162,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Front Wheel Drive', 'Tiptronic Gears']",Black,7,1680000,34285.71428571428,26063.547,0.49878094
2014 Ford Mustang 3.7L V6 GCC Manual,False,"['UAE', 'Dubai', 'Al Nahda (Dubai)', 'Al Nahda 2']",1300,True,0,False,False,False,"['Cars', 'Ford', 'Mustang']",1718728057,https://dubizzle.com/s/DOBFAr4,nan,False,Dubai,True,d0bb2e319eda445c902be1537e591c4b,Al Nahda 2,15971292,True,"['Motors', 'Cars', 'Ford', 'Mustang']",False,1718728801,0,False,item:4:2:1300:15971292,Standard,2014,93800,GCC Specs,2 door,Coupe,Petrol,4 Seater,Manual Transmission,3500 - 3999 cc,"['Keyless Entry', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'DVD Player', 'Fog Lights', 'Parking Sensors']",300 - 399 HP,6,No,Silver,nan,32000,Left Hand,Ford,Mustang,nan,Owner,1718789203,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Rear Wheel Drive']",Beige,10,938000,9380.0,53603.57,0.59697515
Well maintained Convertible SLK. Lady driven. Urgent sale. Good Engine. URGENT,False,"['UAE', 'Dubai', 'Al Furjan', 'Murooj Al Furjan']",1472,False,0,False,False,False,"['Cars', 'Mercedes-Benz', 'SLK-Class']",1716133395,https://dubizzle.com/s/DOBEr50,nan,False,Dubai,True,620ea6708b0e405eb11458bdb43fa6d6,Murooj Al Furjan,15935328,True,"['Motors', 'Cars', 'Mercedes-Benz', 'SLK-Class']",False,1718725897,0,False,item:4:2:1472:15935328,SLK 230,2001,142000,Japanese Specs,2 door,Hard Top Convertible,Petrol,2 Seater,Automatic Transmission,2000 - 2499 cc,"['Leather Seats', 'Climate Control', 'DVD Player']",200 - 299 HP,4,No,White,nan,7500,Left Hand,Mercedes-Benz,SLK-Class,nan,Owner,1718789291,nan,nan,23,3266000,6173.913043478261,22153.799,0.3385424
CHEVROLET TRAILBLAZER 2021 DUBAI,False,"['UAE', 'Dubai', 'Dubai Creek Harbour']",1250,False,0,False,False,False,"['Cars', 'Chevrolet', 'Trailblazer']",1717331142,https://dubizzle.com/s/DOBEwMR,nan,False,Dubai,True,fa30500fa52946b3ba964103899cab53,Dubai Creek Harbour,15953361,True,"['Motors', 'Cars', 'Chevrolet', 'Trailblazer']",False,1718727384,0,False,item:4:2:1250:15953361,Other,2021,50000,American Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,nan,100 - 199 HP,3,No,Grey,nan,38000,Left Hand,Chevrolet,Trailblazer,nan,Owner,1718789336,nan,Black,3,150000,16666.666666666668,56156.49,0.6766805
Jeep Compass 2018,False,"['UAE', 'Dubai', 'Dubai Marina']",1811,True,0,False,False,False,"['Cars', 'Jeep', 'Compass']",1717259165,https://dubizzle.com/s/DOBEvzx,nan,False,Dubai,True,b3c278debd06421a9cd5b6ade39834f5,Dubai Marina,15952597,True,"['Motors', 'Cars', 'Jeep', 'Compass']",False,1718719896,0,False,item:4:2:1811:15952597,Limited,2018,133177,GCC Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'Parking Sensors', 'Rear View Camera']",Unknown,3,No,Blue,nan,40000,Left Hand,Jeep,Compass,nan,Owner,1718789563,['Front Wheel Drive'],Black,6,799062,22196.166666666668,59678.355,0.6702598
GMC Acadia 2009 for sale,False,"['UAE', 'Dubai', 'Al Barsha', 'Al Barsha South']",1316,False,0,False,False,False,"['Cars', 'GMC', 'Acadia']",1718709250,https://dubizzle.com/s/DOBFAn0,nan,False,Dubai,True,45a78d56a2154fc7ba3e043c993f1d6b,Al Barsha South,15971040,True,"['Motors', 'Cars', 'GMC', 'Acadia']",False,1718709645,0,False,item:4:2:1316:15971040,SLT,2009,124000,GCC Specs,5+ doors,SUV,Petrol,8 Seater,Automatic Transmission,3500 - 3999 cc,"['Leather Seats', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,White,nan,9999,Left Hand,GMC,Acadia,nan,Owner,1718789877,nan,Black,15,1860000,8266.666666666666,18912.19,0.5287066
Volkswagen,False,"['UAE', 'Dubai']",1611,True,0,False,False,False,"['Cars', 'Volkswagen', 'Touareg']",1718717767,https://dubizzle.com/s/DOBFApJ,nan,False,Dubai,True,c3fc2897512e4ccdb902e372e179a81f,Dubai,15971147,True,"['Motors', 'Cars', 'Volkswagen', 'Touareg']",False,1718718004,0,False,item:4:2:1611:15971147,SEL,2012,194000,GCC Specs,4 door,SUV,Petrol,nan,Automatic Transmission,nan,"['Leather Seats', 'Climate Control', 'Navigation System', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,Does not apply,White,nan,18500,Left Hand,Volkswagen,Touareg,nan,Owner,1718790057,nan,Brown,12,2328000,16166.666666666666,28285.148,0.6540535
2017 Dodge charger American specs mid options,False,"['UAE', 'Dubai', 'Muhaisnah']",1277,True,0,False,False,False,"['Cars', 'Dodge', 'Charger']",1717075595,https://dubizzle.com/s/DOBEvR5,3281.0,False,Dubai,False,ec13af08ece54709b8bf1c82d12af2b7,Muhaisnah,15949841,True,"['Motors', 'Cars', 'Dodge', 'Charger']",False,1718715979,0,False,item:4:2:1277:15949841,Other,2018,110000,American Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,3500 - 3999 cc,"['Keyless Entry', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Aux Audio In', 'Premium Sound System', 'Bluetooth System', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,Does not apply,Black,UAE (can be exported),36000,Left Hand,Dodge,Charger,Al Sada Used Cars TR,Dealer,1718790175,['Side Airbags'],nan,6,660000,18333.333333333332,54512.855,0.66039467
"Tiguan 2023 low mileage 5,000 km",False,"['UAE', 'Dubai', 'Dubai Design District']",1614,True,0,False,False,True,"['Cars', 'Volkswagen', 'Tiguan']",1715864112,https://dubizzle.com/s/DOBEq6r,4585.0,False,Dubai,False,aeca5629c090446c8029125922795e85,Dubai Design District,15931573,True,"['Motors', 'Cars', 'Volkswagen', 'Tiguan']",False,1718432337,0,True,item:4:2:1614:15931573,R-line,2023,5000,Korean Specs,4 door,SUV,Diesel,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Premium Sound System', 'Parking Sensors', 'Rear View Camera']",100 - 199 HP,4,Yes,White,UAE (can be exported),89000,Left Hand,Volkswagen,Tiguan,nan,Owner,1718883587,nan,Black,1,5000,5000.0,158052.39,0.56310445
2017 BMW 750Li xDrive M-Sport (GCC Specification),False,"['UAE', 'Dubai', 'DAMAC Hills']",1207,True,0,False,False,False,"['Cars', 'BMW', '7-Series']",1718176046,https://dubizzle.com/s/DOBEz1X,nan,False,Dubai,True,0274e1d2fbdf48858e42bb63d14944d5,DAMAC Hills,15965829,True,"['Motors', 'Cars', 'BMW', '7-Series']",False,1718176360,0,False,item:4:2:1207:15965829,750Li xDrive,2017,94000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,4000+ cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'CD Player', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Bluetooth System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",400 - 499 HP,8,No,Grey,nan,100000,Left Hand,BMW,7-Series,nan,Owner,1718884421,"['All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Power Steering', 'Side Airbags', 'Tiptronic Gears']",Tan,7,658000,13428.57142857143,151896.34,0.6583437
Ford Edge Limited 2013 GCC - Full Option - Family Used - No Accidents,False,"['UAE', 'Dubai', 'Jumeirah', 'Jumeirah 3']",1304,False,0,False,False,False,"['Cars', 'Ford', 'Edge']",1715850510,https://dubizzle.com/s/DOBEq0w,nan,False,Dubai,True,d3b1b899e83e4c17914d59325c67c47c,Jumeirah 3,15931206,True,"['Motors', 'Cars', 'Ford', 'Edge']",False,1718096625,0,False,item:4:2:1304:15931206,Limited,2013,100000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,3500 - 3999 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Power Sunroof', 'Sunroof', 'Power Seats', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,Does not apply,White,nan,15000,Left Hand,Ford,Edge,nan,Owner,1718884421,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Power Steering', 'Side Airbags']",Brown,11,1100000,9090.90909090909,33567.4,0.44686216
TOYOTA HIACE 3.0L DLX 15-STR S/R MID M/T DSL 2024,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",1600,False,0,False,False,True,"['Cars', 'Toyota', 'Hiace']",1711789574,https://dubizzle.com/s/DOBEdi3,25284.0,False,Dubai,False,b5443bab1adf490eb4fdd2dc35ccce08,Ras Al Khor Industrial 3,15882321,True,"['Motors', 'Cars', 'Toyota', 'Hiace']",False,1717647830,0,False,item:4:2:1600:15882321,DLX,2024,0,GCC Specs,4 door,Van,Diesel,nan,Manual Transmission,nan,nan,100 - 199 HP,4,No,White,Export Only,93000,Left Hand,Toyota,Hiace,SOLA MOTORS,Dealer,1718884453,nan,nan,0,0,0.0,135308.67,0.6873174
Honda Odyssey LX,False,"['UAE', 'Dubai', 'Living Legends']",1330,False,1,False,False,False,"['Cars', 'Honda', 'Odyssey']",1718785657,https://dubizzle.com/s/DOBFAzY,nan,False,Dubai,True,717f8e80fb104dd984f6009f9ef3bf89,Living Legends,15971782,True,"['Motors', 'Cars', 'Honda', 'Odyssey']",False,1718787443,0,False,item:4:2:1330:15971782,LX,2013,18440,GCC Specs,5+ doors,Van,Petrol,8 Seater,Manual Transmission,nan,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Premium Sound System', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,Gold,nan,30000,Left Hand,Honda,Odyssey,nan,Owner,1718885134,['Front Wheel Drive'],Beige,11,202840,1676.3636363636363,43365.074,0.69180095
Urgent sell Ford fusion 2019 full options perfect condition 1.5 very economy,False,"['UAE', 'Dubai']",1839,False,0,False,False,False,"['Cars', 'Ford', 'Fusion']",1716845973,https://dubizzle.com/s/DOBEuXJ,nan,False,Dubai,True,796cf0a3b9234428b9abf91a386b0f17,Dubai,15946347,True,"['Motors', 'Cars', 'Ford', 'Fusion']",False,1718833266,0,False,item:4:2:1839:15946347,SE,2019,10500,American Specs,5+ doors,Sedan,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Keyless Entry', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,4,Does not apply,Gold,nan,36000,Left Hand,Ford,Fusion,nan,Owner,1718889295,['Front Wheel Drive'],Black,5,52500,2100.0,53144.535,0.67739797
GLE63 S AMG,False,"['UAE', 'Dubai', 'Al Mamzar']",2619,False,0,False,False,False,"['Cars', 'Mercedes-Benz', 'GLE-Class']",1718458954,https://dubizzle.com/s/DOBFAYp,2277.0,False,Dubai,False,05ed70b66e55446f961ea87941cf0d2e,Al Mamzar,15969515,True,"['Motors', 'Cars', 'Mercedes-Benz', 'GLE-Class']",False,1718828266,0,False,item:4:2:2619:15969515,GLE 63 S AMG,2016,92000,Korean Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,Unknown,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Premium Sound System', 'Navigation System', 'DVD Player', 'VHS Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Off-Road Tyres', 'Off-Road Kit', 'Roof Rack', 'Brush Guard', 'Spoiler', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",Unknown,8,Does not apply,White,UAE (can be exported),88000,Left Hand,Mercedes-Benz,GLE-Class,Tareeq Al Ikhlas,Dealer,1718889324,"['4 Wheel Drive', 'All Wheel Drive', 'All Wheel Steering', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Rear Wheel Drive', 'Side Airbags', 'Tiptronic Gears']",Black,8,736000,11500.0,152330.95,0.5776895
"2016 VW PASSAT, GCC,TOP RANGE",False,"['UAE', 'Dubai', 'Dubai Design District']",1609,True,0,False,False,False,"['Cars', 'Volkswagen', 'Passat']",1713949746,https://dubizzle.com/s/DOBEjX3,3276.0,False,Dubai,True,a25046737ebe4f5c8306f53b7b06d17b,Dubai Design District,15904083,True,"['Motors', 'Cars', 'Volkswagen', 'Passat']",False,1718822269,0,False,item:4:2:1609:15904083,Sport,2016,190000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Power Windows', 'Power Locks', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Power Seats', 'Leather Seats', 'Racing Seats', 'Air Conditioning', 'Cassette Player', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'DVD Player', 'Bluetooth System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Body Kit', 'Premium Paint', 'Parking Sensors']",200 - 299 HP,4,No,Gold,UAE (can be exported),21000,Left Hand,Volkswagen,Passat,nan,Owner,1718889375,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'Power Steering', 'Side Airbags']",Beige,8,1520000,23750.0,33180.113,0.63290924
Nissan Altima 2.5 S 2016  GCC SPEC  Lady Driven,False,"['UAE', 'Dubai', 'Al Nahda (Dubai)', 'Al Nahda 2']",1498,False,0,False,False,False,"['Cars', 'Nissan', 'Altima']",1717572772,https://dubizzle.com/s/DOBExIW,8723.0,False,Dubai,True,e4c6bd614df245469f4f3b2adfb5945f,Al Nahda 2,15956962,True,"['Motors', 'Cars', 'Nissan', 'Altima']",False,1718859356,0,False,item:4:2:1498:15956962,SV,2016,123512,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2500 - 2999 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Bluetooth System', 'Power Mirrors', 'Premium Wheels/Rims', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,4,No,White,UAE (can be exported),22500,Left Hand,Nissan,Altima,nan,Owner,1718889629,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Front Wheel Drive', 'N2O System', 'Power Steering', 'Side Airbags']",Beige,8,988096,15439.0,34592.094,0.65043765
Nissan armada upgrade to patrol nismo,False,"['UAE', 'Dubai']",1506,False,0,False,False,False,"['Cars', 'Nissan', 'Patrol']",1717432456,https://dubizzle.com/s/DOBEwd5,nan,False,Dubai,True,723bd9fc502547a4ac66573cbffb56bd,Dubai,15955049,True,"['Motors', 'Cars', 'Nissan', 'Patrol']",False,1718815160,0,False,item:4:2:1506:15955049,LE,2017,250000,American Specs,4 door,SUV,Petrol,7 Seater,Automatic Transmission,4000+ cc,"['Keyless Entry', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,8,No,Grey,nan,57000,Left Hand,Nissan,Patrol,nan,Owner,1718889661,nan,nan,7,1750000,35714.28571428572,89075.695,0.6399052
Sportsline 2016 VW Jetta Push Start/Sunroof/Leather Seats Gulf Specifications,False,"['UAE', 'Dubai', 'Al Sufouh', 'Al Sufouh 1']",1612,False,1,False,False,False,"['Cars', 'Volkswagen', 'Jetta']",1718214666,https://dubizzle.com/s/DOBEzg9,nan,False,Dubai,True,e940ab18fb2b46ada65f4f13541648dc,Al Sufouh 1,15966771,True,"['Motors', 'Cars', 'Volkswagen', 'Jetta']",False,1718770264,0,False,item:4:2:1612:15966771,Sportsline,2016,105365,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,1500 - 1999 cc,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Parking Sensors']",100 - 199 HP,4,Does not apply,Red,nan,21000,Left Hand,Volkswagen,Jetta,nan,Owner,1718892411,nan,Black,8,842920,13170.625,34896.355,0.601782
