name,is_reserved,location_list,category_id,is_verified_user,highlighted_ad,is_super_ad,has_vin,has_whatsapp_number,category,created_at,permalink,auto_agent_id,is_coming_soon,site,can_chat,uuid,neighbourhood,id,has_phone_number,category_v2,is_featured_agent,added,cotd_on,is_premium,objectID,Trim,Year,Kilometers,Regional Specs,Doors,Body Type,Fuel Type,Seating Capacity,Transmission Type,Engine Capacity (cc),Extras,Horsepower,No. of Cylinders,Warranty,Exterior Color,Target Market,Price,Steering Side,Make,Model,Agent,Seller Type,updated_at,Technical Features,Interior Color,Age,Age_Kilometers,Kilometers_per_Year,Predicted_Price,price/expected_price
EXCELLENT DEAL for our Great Wall Wingle 6 4WD ( 2020 Model ) in White Color GCC Specs,False,"['UAE', 'Dubai', 'Al Qusais', 'Al Qusais Residential Area', 'Al Qusais 3']",2587,False,0,False,False,True,"['Cars', 'Great Wall', 'Wingle 6']",1703610457,https://dubizzle.com/s/DOBELTt,550.0,False,Dubai,False,8836e42f824648b5b9300e8921b9f041,Al Qusais 3,15773165,True,"['Motors', 'Cars', 'Great Wall', 'Wingle 6']",False,1705908137,0,False,item:4:2:2587:15773165,Double Cabin Petrol 4x4,2020,82000,GCC Specs,4 door,Pick Up Truck,Petrol,5 Seater,Manual Transmission,nan,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Power Seats', 'Leather Seats', 'Heated Seats', 'Air Conditioning', 'Heat', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Fog Lights', 'Parking Sensors']",nan,4,No,White,UAE (can be exported),29500,Left Hand,Great Wall,Wingle 6,Honey Gidosha Used Cars Tr.,Dealer,1705908773,"['4 Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Power Steering', 'Side Airbags']",Brown,4,328000,20500.0,55790.273,0.528766
Mitsubishi Bajero White leather interior,False,"['UAE', 'Dubai']",1492,False,1,False,False,False,"['Cars', 'Mitsubishi', 'Pajero']",1705811567,https://dubizzle.com/s/DOBESqO,nan,False,Dubai,True,873b8b7d8ee0459dba5609556ce438fc,Dubai,15802078,True,"['Motors', 'Cars', 'Mitsubishi', 'Pajero']",False,1705811793,0,False,item:4:2:1492:15802078,GLS,2008,126000,GCC Specs,5+ doors,SUV,Petrol,7 Seater,Automatic Transmission,nan,"['Leather Seats', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,Grey,nan,13000,Left Hand,Mitsubishi,Pajero,nan,Owner,1705910532,nan,White,16,2016000,7875.0,19570.855,0.66425306
Ford Edge 2013,False,"['UAE', 'Dubai']",1304,True,1,False,False,False,"['Cars', 'Ford', 'Edge']",1705679668,https://dubizzle.com/s/DOBES4A,nan,False,Dubai,True,db15a2afa026490ab2e11d5c7a5ca6ee,Dubai,15800700,True,"['Motors', 'Cars', 'Ford', 'Edge']",False,1705688878,0,False,item:4:2:1304:15800700,Limited,2013,300000,GCC Specs,4 door,SUV,Petrol,5 Seater,Automatic Transmission,nan,"['Keyless Entry', 'Leather Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,Silver,nan,16000,Left Hand,Ford,Edge,nan,Owner,1705911386,nan,Black,11,3300000,27272.727272727272,23258.686,0.6879151
Accident S8 2013,False,"['UAE', 'Dubai', 'Dubai Investment Park (DIP)', 'Dubai Investment Park 2', 'Ritaj (Office Complex)']",1190,False,0,False,False,False,"['Cars', 'Audi', 'S8']",1705921647,https://dubizzle.com/s/DOBETOl,663.0,False,Dubai,True,9b1fe276af9e43bd870609ce55a61661,Ritaj (Office Complex),15803599,True,"['Motors', 'Cars', 'Audi', 'S8']",False,1705983514,0,False,item:4:2:1190:15803599,Pro Line Plus,2013,80000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,4000+ cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Moonroof', 'Power Seats', 'Leather Seats', 'Heated Seats', 'Cooled Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'CD Player', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Roof Rack', 'Brush Guard', 'Winch', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",400 - 499 HP,8,Does not apply,White,UAE (can be exported),27000,Left Hand,Audi,S8,nan,Owner,1705989454,"['All Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Side Airbags', 'Tiptronic Gears']",Tan,11,880000,7272.727272727273,47652.15,0.56660616
BEAUTIFUL SMART 2002 V3 CONVERTIBLE JAPAN FRESH IMPORTED,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",1565,True,0,False,False,False,"['Cars', 'Smart', 'Other']",1698091176,https://dubizzle.com/s/DOBDsuv,3765.0,False,Dubai,False,50685a1ce0a94f96b7a4034d22beeb51,Ras Al Khor Industrial 3,15702425,True,"['Motors', 'Cars', 'Smart', 'Other']",False,1705952916,0,False,item:4:2:1565:15702425,Other,2002,52000,Japanese Specs,2 door,Hatchback,Petrol,2 Seater,Automatic Transmission,500 - 999 cc,"['Power Windows', 'Power Locks', 'Air Conditioning', 'AM/FM Radio', 'Premium Sound System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Premium Paint']",Unknown,3,Yes,Red,UAE (can be exported),12500,Left Hand,Smart,Other,Chaudhry Motors FZCO,Dealer,1705989548,"['Anti-Lock Brakes/ABS', 'Front Airbags', 'Power Steering', 'Side Airbags']",nan,22,1144000,2363.6363636363635,18808.27,0.66460127
Dodge RAM VAN - StarCraft - V8 - Camper,False,"['UAE', 'Dubai', 'Meydan City']",1286,False,1,False,False,False,"['Cars', 'Dodge', 'Van']",1705471710,https://dubizzle.com/s/DOBER9j,nan,False,Dubai,True,de70ca16da04471ea61f640e68d284d8,Meydan City,15797211,True,"['Motors', 'Cars', 'Dodge', 'Van']",False,1705471718,0,False,item:4:2:1286:15797211,Other,2001,131000,American Specs,5+ doors,Van,Petrol,7 Seater,Automatic Transmission,4000+ cc,"['Leather Seats', 'Climate Control', 'Premium Sound System', 'DVD Player']",200 - 299 HP,8,Does not apply,Black,nan,29000,Left Hand,Dodge,Van,nan,Owner,1705994375,nan,Beige,23,3013000,5695.652173913043,45765.324,0.6336675
KIA SPORTAGE V6 4WD MODEL 2008 GCC SPECS FULL OPTION REF.2041 (P1),False,"['UAE', 'Dubai', 'Al Nahda (Dubai)', 'Al Nahda 2']",1399,True,1,False,False,True,"['Cars', 'Kia', 'Sportage']",1705243346,https://dubizzle.com/s/DOBEQn9,287.0,False,Dubai,True,2cd4b3d3791e40639447c6c57949ce85,Al Nahda 2,15794225,True,"['Motors', 'Cars', 'Kia', 'Sportage']",False,1705465916,0,False,item:4:2:1399:15794225,EX TOP,2008,83000,GCC Specs,5+ doors,Crossover,Petrol,5 Seater,Automatic Transmission,3000 - 3499 cc,"['Power Windows', 'Power Locks', 'Leather Seats', 'Air Conditioning', 'Heat', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Power Mirrors', 'Parking Sensors']",100 - 199 HP,6,Does not apply,Silver,UAE (can be exported),14500,Left Hand,Kia,Sportage,nan,Owner,1705994466,"['Anti-Lock Brakes/ABS', 'Front Airbags', 'Front Wheel Drive', 'Power Steering']",Black,16,1328000,5187.5,21449.998,0.67599076
Lx470 for sale,False,"['UAE', 'Dubai', 'Dubai Internet City']",1422,False,1,False,False,False,"['Cars', 'Lexus', 'LX-Series']",1705420613,https://dubizzle.com/s/DOBER4G,nan,False,Dubai,True,4744bb1beeb945859f516f2e4f33a2f0,Dubai Internet City,15796862,True,"['Motors', 'Cars', 'Lexus', 'LX-Series']",False,1705424344,0,False,item:4:2:1422:15796862,Platinum,2000,220000,American Specs,5+ doors,SUV,Petrol,8 Seater,Automatic Transmission,4000+ cc,nan,Unknown,8,No,Gold,nan,22999,Left Hand,Lexus,LX-Series,nan,Owner,1705994557,nan,Beige,24,5280000,9166.666666666666,45920.176,0.5008474
Hyundai azera 2007,False,"['UAE', 'Dubai', 'Dubai Marina']",1773,False,0,False,False,False,"['Cars', 'Hyundai', 'Azera']",1705816003,https://dubizzle.com/s/DOBESqv,nan,False,Dubai,True,a02297726751424c92081ad828968e6a,Dubai Marina,15802121,True,"['Motors', 'Cars', 'Hyundai', 'Azera']",False,1705820516,0,False,item:4:2:1773:15802121,GL,2007,221224,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,Unknown,"['Premium Sound System', 'DVD Player']",Unknown,6,No,Grey,nan,6000,Left Hand,Hyundai,Azera,nan,Owner,1706083988,nan,nan,17,3760808,13013.176470588236,18048.467,0.3324382
2016 CHERRY ARRIZO 7 RTA PASS IN SUPERB CONDITION,False,"['UAE', 'Dubai', 'Al Qusais']",2394,False,1,False,False,False,"['Cars', 'Chery', 'Arrizo 7']",1706070838,https://dubizzle.com/s/DOBETmf,nan,False,Dubai,True,fc47ee1f8696492f99a64de8faaa1b9c,Al Qusais,15805701,True,"['Motors', 'Cars', 'Chery', 'Arrizo 7']",False,1706074787,0,False,item:4:2:2394:15805701,Top,2016,141000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,1500 - 1999 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Leather Seats', 'Heated Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",100 - 199 HP,4,Does not apply,Silver,nan,11900,Left Hand,Chery,Arrizo 7,nan,Owner,1706084674,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Front Airbags', 'Power Steering', 'Side Airbags', 'Tiptronic Gears']",Black,8,1128000,17625.0,22645.234,0.5254969
LEASE TO OWN | IN HOUSE FINANCE AVAILABLE | 7 SEATERS | LEATHER  INTERIOR + NAVIGATION + CAMERA,False,"['UAE', 'Dubai', 'Al Quoz', 'Al Quoz Industrial Area', 'Al Quoz Industrial Area 3']",1350,False,1,False,False,True,"['Cars', 'Hyundai', 'Santa Fe']",1702998468,https://dubizzle.com/s/DOBEJSH,148.0,False,Dubai,False,775968160c4245a984c655c0edc475c9,Al Quoz Industrial Area 3,15765367,True,"['Motors', 'Cars', 'Hyundai', 'Santa Fe']",False,1705881970,0,False,item:4:2:1350:15765367,GLS,2019,119206,GCC Specs,4 door,SUV,Petrol,7 Seater,Automatic Transmission,2000 - 2499 cc,"['Power Windows', 'Power Locks', 'Leather Seats', 'Air Conditioning', 'Climate Control', 'Heat', 'AM/FM Radio', 'Aux Audio In', 'Premium Sound System', 'Navigation System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Premium Lights', 'Performance Tyres', 'Body Kit', 'Premium Paint', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,4,Yes,Silver,UAE (can be exported),20100,Left Hand,Hyundai,Santa Fe,VESLA MOTORS,Dealer,1706086225,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Power Steering', 'Side Airbags', 'Tiptronic Gears']",Black,5,596030,23841.2,71340.17,0.28174868
Jaguar XF  2.0ltr V4  director driven well maintained car,False,"['UAE', 'Dubai', 'Jebel Ali']",1385,False,1,False,False,False,"['Cars', 'Jaguar', 'XF']",1705837328,https://dubizzle.com/s/DOBESxl,nan,False,Dubai,True,d8e66271cb5541ecae9b54fb68d693e7,Jebel Ali,15802545,True,"['Motors', 'Cars', 'Jaguar', 'XF']",False,1705841098,0,False,item:4:2:1385:15802545,Prestige,2014,184000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2000 - 2499 cc,"['Power Windows', 'Power Locks', 'Power Seats', 'Leather Seats', 'Heated Seats', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Aux Audio In', 'Premium Sound System', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Performance Tyres', 'Parking Sensors']",200 - 299 HP,4,Does not apply,Gold,nan,22500,Left Hand,Jaguar,XF,nan,Owner,1706086605,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Power Steering', 'Side Airbags', 'Tiptronic Gears']",Beige,10,1840000,18400.0,32668.967,0.688727
VERY GOOD CAR RTA PASS  ONLY REGISTRATION IS REQUIRED.,False,"['UAE', 'Dubai', 'Umm Suqeim', 'Umm Suqeim 3']",1300,True,1,False,False,False,"['Cars', 'Ford', 'Mustang']",1704719817,https://dubizzle.com/s/DOBEOr6,nan,False,Dubai,True,f507992dcc4a41129a355c267df3cd1f,Umm Suqeim 3,15786782,True,"['Motors', 'Cars', 'Ford', 'Mustang']",False,1705741001,0,False,item:4:2:1300:15786782,GT,2007,137600,American Specs,2 door,Sports Car,Petrol,4 Seater,Automatic Transmission,Unknown,"['Keyless Entry', 'Air Conditioning', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Premium Sound System', 'Fog Lights', 'Premium Wheels/Rims']",Unknown,8,No,Grey,nan,13999,Left Hand,Ford,Mustang,nan,Owner,1706087499,"['All Wheel Drive', 'Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags']",Beige,17,2339200,8094.117647058823,24107.826,0.5806828
AED723/month | 2016 Volkswagen Tiguan Sport 1.4L | Full Volkswagen Service History | GCC| Ref#146124,False,"['UAE', 'Dubai', 'Town Square']",1614,False,1,False,False,True,"['Cars', 'Volkswagen', 'Tiguan']",1705590166,https://dubizzle.com/s/DOBESKA,2725.0,False,Dubai,False,8a4f6ed13bbb40708c4f1bf155a77dd5,Town Square,15799460,True,"['Motors', 'Cars', 'Volkswagen', 'Tiguan']",False,1705590166,0,False,item:4:2:1614:15799460,Sport,2016,89959,GCC Specs,5+ doors,SUV,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Power Windows', 'Power Locks', 'Keyless Start', 'Air Conditioning', 'Climate Control', 'AM/FM Radio', 'Bluetooth System', 'Alarm/Anti-Theft System', 'Power Mirrors', 'Fog Lights', 'Parking Sensors']",100 - 199 HP,4,No,Grey,UAE (can be exported),39000,Left Hand,Volkswagen,Tiguan,dubizzle cars,Dealer,1706088950,"['Anti-Lock Brakes/ABS', 'Cruise Control', 'Dual Exhaust', 'Front Airbags', 'Front Wheel Drive', 'Power Steering']",nan,8,719672,11244.875,59426.48,0.65627307
BYD Seagull 2023 Blue Interior,False,"['UAE', 'Dubai', 'Ras Al Khor', 'Ras Al Khor Industrial', 'Ras Al Khor Industrial 3']",3341,False,1,False,False,True,"['Cars', 'BYD', 'Dolphin']",1703931861,https://dubizzle.com/s/DOBEMWT,9087.0,False,Dubai,False,dd61395bbecc477f82ed6d491dc489bf,Ras Al Khor Industrial 3,15777159,True,"['Motors', 'Cars', 'BYD', 'Dolphin']",False,1705566014,0,False,item:4:2:3341:15777159,Other,2023,0,Chinese Specs,4 door,Hatchback,Electric,5 Seater,Automatic Transmission,Unknown,"['Keyless Entry', 'Climate Control', 'Premium Sound System', 'Parking Sensors', 'Rear View Camera']",0 - 99 HP,nan,No,Beige,Export Only,50000,Left Hand,BYD,Dolphin,NANSHA USED AUTOMOBILE TRADING LLC,Dealer,1706089486,nan,Blue,1,0,0.0,101888.8,0.4907311
BMW 5 series gcc spec,False,"['UAE', 'Dubai', 'Al Qusais', 'Al Qusais Industrial Area', 'Al Qusais Industrial 1']",1205,True,0,False,False,False,"['Cars', 'BMW', '5-Series']",1703851557,https://dubizzle.com/s/DOBEMIC,nan,False,Dubai,True,9cb39b22906d48408697adb2283a737c,Al Qusais Industrial 1,15776274,True,"['Motors', 'Cars', 'BMW', '5-Series']",False,1705234009,0,False,item:4:2:1205:15776274,550i,2009,167471,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,4000+ cc,"['Keyless Entry', 'Climate Control', 'Navigation System']",400 - 499 HP,8,No,Black,nan,19500,Left Hand,BMW,5-Series,nan,Owner,1706178289,nan,Beige,15,2512065,11164.733333333334,29442.207,0.6623145
2013 C350 4matic coupe,False,"['UAE', 'Dubai']",2726,True,1,False,False,False,"['Cars', 'Mercedes-Benz', 'C-Class Coupe']",1706089873,https://dubizzle.com/s/DOBETts,nan,False,Dubai,True,89efab8d97bc4d128b46221883040e4e,Dubai,15806148,True,"['Motors', 'Cars', 'Mercedes-Benz', 'C-Class Coupe']",False,1706089878,0,False,item:4:2:2726:15806148,Other,2013,145000,American Specs,2 door,Coupe,Petrol,4 Seater,Automatic Transmission,3000 - 3499 cc,"['Keyless Entry', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'Navigation System', 'DVD Player', 'Parking Sensors', 'Rear View Camera']",300 - 399 HP,6,No,White,nan,28000,Left Hand,Mercedes-Benz,C-Class Coupe,nan,Owner,1706179707,nan,Black,11,1595000,13181.818181818182,50443.934,0.5550717
Top Options 2015 VW Passat 4 Cylinders Gcc Specs For Only 22500Dhs,False,"['UAE', 'Dubai', 'Umm Al Sheif']",1609,False,1,False,False,False,"['Cars', 'Volkswagen', 'Passat']",1705927126,https://dubizzle.com/s/DOBETQy,nan,False,Dubai,True,0bef979e04f54f1487ab971084462de0,Umm Al Sheif,15803736,True,"['Motors', 'Cars', 'Volkswagen', 'Passat']",False,1706020640,0,False,item:4:2:1609:15803736,Highline Plus,2015,105000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,1500 - 1999 cc,nan,100 - 199 HP,4,Does not apply,Red,nan,22500,Left Hand,Volkswagen,Passat,nan,Owner,1706180200,nan,Beige,9,945000,11666.666666666666,33613.19,0.66938007
Dodge Durango 2009,False,"['UAE', 'Dubai', 'Mirdif']",1283,False,1,False,False,False,"['Cars', 'Dodge', 'Durango']",1706008194,https://dubizzle.com/s/DOBETa6,nan,False,Dubai,True,a5568b6dec274c7d88d212b75f3b2569,Mirdif,15804948,True,"['Motors', 'Cars', 'Dodge', 'Durango']",False,1706008460,0,False,item:4:2:1283:15804948,SLT,2009,190000,GCC Specs,4 door,SUV,Petrol,nan,Automatic Transmission,nan,"['Parking Sensors', 'Rear View Camera']",300 - 399 HP,8,Does not apply,White,nan,8500,Left Hand,Dodge,Durango,nan,Owner,1706180377,nan,nan,15,2850000,12666.666666666666,20643.223,0.4117574
VW BEETLE,False,"['UAE', 'Dubai', 'Umm Suqeim', 'Umm Suqeim 2']",1605,False,1,False,False,False,"['Cars', 'Volkswagen', 'Beetle']",1706007703,https://dubizzle.com/s/DOBETaS,nan,False,Dubai,True,43fb694bbb5a418eacb184c4b1e2ef88,Umm Suqeim 2,15804934,True,"['Motors', 'Cars', 'Volkswagen', 'Beetle']",False,1706007960,0,False,item:4:2:1605:15804934,GL,2003,223350,Japanese Specs,3 door,Hatchback,Petrol,5 Seater,Automatic Transmission,Unknown,nan,Unknown,Unknown,No,Yellow,nan,5600,Left Hand,Volkswagen,Beetle,nan,Owner,1706180422,['Front Wheel Drive'],nan,21,4690350,10635.714285714286,9465.938,0.5915948
LEXUS CT 200H,False,"['UAE', 'Dubai', 'Dubai Marina']",1936,False,1,False,False,False,"['Cars', 'Lexus', 'CT-Series']",1706006660,https://dubizzle.com/s/DOBET9v,nan,False,Dubai,True,86f7e9781f464ef4a8eb7b3ab02dc537,Dubai Marina,15804911,True,"['Motors', 'Cars', 'Lexus', 'CT-Series']",False,1706007043,0,False,item:4:2:1936:15804911,F Sport,2012,135000,GCC Specs,4 door,Coupe,Hybrid,5 Seater,Automatic Transmission,Unknown,"['Keyless Entry', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Premium Sound System', 'DVD Player', 'Rear View Camera']",Unknown,4,No,White,nan,26000,Left Hand,Lexus,CT-Series,nan,Owner,1706180422,nan,Yellow,12,1620000,11250.0,46932.51,0.55398697
LEXUS IS 250 F SPORT 2006 MODEL UPGRADE 2012 RTA PASSED FULL OPTION SUBUR CONDITION V6 2.5,False,"['UAE', 'Dubai', 'Muhaisnah', 'Muhaisnah 2', 'Sonapur']",1418,False,1,False,False,False,"['Cars', 'Lexus', 'IS-Series']",1705772067,https://dubizzle.com/s/DOBESnW,nan,False,Dubai,True,2ea84acbbc3e42bca771c9284882cb28,Sonapur,15801900,True,"['Motors', 'Cars', 'Lexus', 'IS-Series']",False,1705784402,0,False,item:4:2:1418:15801900,F Sport,2006,206000,American Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,2500 - 2999 cc,"['Power Windows', 'Power Locks', 'Keyless Entry', 'Keyless Start', 'Power Sunroof', 'Sunroof', 'Power Seats', 'Leather Seats', 'Cooled Seats', 'Climate Control', 'Heat', 'AM/FM Radio', 'CD Player', 'Aux Audio In', 'Satellite Radio', 'Navigation System', 'DVD Player', 'Bluetooth System', 'Power Mirrors', 'Premium Lights', 'Fog Lights', 'Premium Wheels/Rims', 'Performance Tyres', 'Brush Guard', 'Spoiler', 'Body Kit', 'Parking Sensors', 'Rear View Camera']",200 - 299 HP,6,No,Black,nan,13500,Left Hand,Lexus,IS-Series,nan,Owner,1706183211,"['Cruise Control', 'Front Wheel Drive', 'Power Steering', 'Rear Wheel Drive']",Beige,18,3708000,11444.444444444445,20203.299,0.6682077
Chevrolet sonic 2020 URGENT SALE,False,"['UAE', 'Dubai', 'Dubai Silicon Oasis (DSO)', 'Semmer Villas']",1935,False,1,False,False,False,"['Cars', 'Chevrolet', 'Sonic']",1705653810,https://dubizzle.com/s/DOBESUK,nan,False,Dubai,True,525fcd8bf0c74d81b8eb270c121a5e50,Semmer Villas,15800090,True,"['Motors', 'Cars', 'Chevrolet', 'Sonic']",False,1705656313,0,False,item:4:2:1935:15800090,LS,2020,45000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,1000 - 1499 cc,"['Keyless Entry', 'Climate Control', 'Premium Sound System', 'Navigation System', 'Parking Sensors', 'Rear View Camera']",100 - 199 HP,4,No,Black,nan,25000,Left Hand,Chevrolet,Sonic,nan,Owner,1706185073,['Front Wheel Drive'],Black,4,180000,11250.0,42210.22,0.59227365
Toyota Sienna XLE 2005,False,"['UAE', 'Dubai']",2272,True,0,False,False,False,"['Cars', 'Toyota', 'Sienna']",1706268256,https://dubizzle.com/s/DOBEUbL,nan,False,Dubai,True,47929b80764d47ab8d05cc31fe5e9cdd,Dubai,15808833,True,"['Motors', 'Cars', 'Toyota', 'Sienna']",False,1706270935,0,False,item:4:2:2272:15808833,XLE,2005,321000,American Specs,5+ doors,Van,Petrol,7 Seater,Automatic Transmission,3000 - 3499 cc,nan,Unknown,6,Does not apply,White,nan,11000,Left Hand,Toyota,Sienna,nan,Owner,1706273504,nan,Brown,19,6099000,16894.736842105263,15907.682,0.6914898
TOYATA HIACE DELIVERY VAN MODEL 2022 PRICE 69000,False,"['UAE', 'Dubai', 'Ras Al Khor']",1600,True,0,False,False,False,"['Cars', 'Toyota', 'Hiace']",1704885271,https://dubizzle.com/s/DOBEP4K,nan,False,Dubai,True,37ebdc661268427b8467561bf76ada28,Ras Al Khor,15789178,True,"['Motors', 'Cars', 'Toyota', 'Hiace']",False,1706267830,0,False,item:4:2:1600:15789178,C Basic,2022,41000,GCC Specs,5+ doors,Van,Petrol,8+ Seater,Manual Transmission,2500 - 2999 cc,nan,200 - 299 HP,4,Does not apply,White,nan,69000,Left Hand,Toyota,Hiace,nan,Owner,1706273642,nan,Black,2,82000,20500.0,118183.03,0.58384013
Toyota Hiace 2008 model with good condition,False,"['UAE', 'Dubai', 'Al Qusais']",1600,False,0,False,False,False,"['Cars', 'Toyota', 'Hiace']",1704881865,https://dubizzle.com/s/DOBEP2d,nan,False,Dubai,True,90980ca11d31422f9f8a5949ef34ee48,Al Qusais,15789083,True,"['Motors', 'Cars', 'Toyota', 'Hiace']",False,1706264637,0,False,item:4:2:1600:15789083,Standard,2008,300000,Japanese Specs,4 door,Van,Petrol,5 Seater,Manual Transmission,3000 - 3499 cc,nan,700 - 799 HP,4,No,White,nan,20000,Left Hand,Toyota,Hiace,nan,Owner,1706273707,nan,Black,16,4800000,18750.0,47897.58,0.41755766
Dubai,False,"['UAE', 'Dubai', 'Al Quoz', 'Al Quoz Industrial Area', 'Al Quoz Industrial Area 4']",1277,False,0,False,False,False,"['Cars', 'Dodge', 'Charger']",1697568290,https://dubizzle.com/s/DOBDrGR,9094.0,False,Dubai,True,a320b4f841fb4b9cb915005a88bdebe6,Al Quoz Industrial Area 4,15695441,True,"['Motors', 'Cars', 'Dodge', 'Charger']",False,1706263641,0,False,item:4:2:1277:15695441,SRT 392,2013,190000,GCC Specs,4 door,Sedan,Petrol,5 Seater,Automatic Transmission,4000+ cc,nan,nan,8,No,Red,UAE (can be exported),37000,Left Hand,Dodge,Charger,T 777 General Trading L.L.C,Dealer,1706273820,nan,Black,11,2090000,17272.727272727272,53231.63,0.69507545
